reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,date,replyContent,repliedAt,appVersion
a0eccc1d-6111-42be-a71e-4721eb8da8a8,Abhipraya Adhipramana,https://play-lh.googleusercontent.com/a-/ALV-UjXI49M50bhA8H3_X6ZNWLapgGC4LTqwKCWUdPrNGbpkLlDEk6hBAA,"App nya udah bagus, dan metode pembayarannya juga udah lebih banyak dari sebelumnya. Cuma untuk metode pembayaran blu by BCA, masih susah untuk proses bindingnya terutama ketika memasukkan password. Padahal sudah sesuai dan benar namun tetap dianggap salah. Mohon diperbaiki dan terima kasih",5,7,,2024-10-08 01:12:01,"Hai, Kak. Terima kasih untuk apresiasi dan masukan yang disampaikan mengenai aplikasi MyMRTJ. Mohon maaf atas kendala yang dialami. Kami terus berupaya meningkatkan pelayanan yang lebih baik kedepannya. Untuk informasi lebih lanjut, Kakak bisa menghubungi kami melalui WhatsApp 0877-8200-0332 atau kunjungi http://bit.ly/sapaDINA. Terima kasih. 🙏-NI",2024-10-12 03:33:00,
9a10244a-7b8c-4db7-8151-36a5c79df6df,Irvan Cahyo,https://play-lh.googleusercontent.com/a-/ALV-UjVp5Y3D9GMt2oor9bpWhSyU3VnTEbNYj1QxO6kMCD55rKzKhLJ9dQ,Aplikasi sudah berfungsi dgn ngnbvb,5,16,4.9.0,2025-03-07 14:32:31,,,4.9.0
5412da69-d173-4d07-9bc4-d7096b68e3ec,Romi Ramdhani,https://play-lh.googleusercontent.com/a-/ALV-UjX0wQfR410GQyAtKu5AiWJrIdxR46vL4TTX7JWMkVdxPFH1x_ec,"Keren banget skrng bisa naik Mrt jadi lebih mudah, tapi aplikasinya masih butuh sedikit perbaikan, saya gak bisa verifikasi KTP padahal udh di tap tapi tetep gabisa, tapi gpp yang penting aplikasinya bisa di gunakan untuk Mrt walaupun belum verifikasi ktp",5,35,3.0.43,2021-12-14 09:21:01,,,3.0.43
fb2cdfd3-24b3-4cf5-b0ae-f5357caea6fb,David Koswara,https://play-lh.googleusercontent.com/a/ACg8ocJXQXzk64jkByIuoAU6DOIMw9LhoKj-OCA-0jCVChcZ6puETvo=mo,Fasilitas Transportasi yang Mantap,5,4,4.6.8,2024-11-11 15:49:03,"Hai, Kak David Koswara. Terima kasih atas apresiasinya, ya. Kami terus berkomitmen memberikan pelayanan yang terbaik bagi semua Teman Setia MRT. Pantau dan ikuti terus media sosial kami untuk info terbaru. 😊-NH",2024-11-13 09:40:01,4.6.8
b52574e0-1f5a-410b-968f-06b2e40b3fb9,Imbron,https://play-lh.googleusercontent.com/a-/ALV-UjWVw0pbATlNCmmCbovzMi0zTmsjh0SuzQwHdCOX8BDpS-ETSiAp1w,"Pernah coba2 pake aplikasi ini buat beli tiket, padahal bawa flash waktu itu. Eh ternyata ngebantu juga, lancar, keren 👍",5,1,,2021-02-11 21:30:51,,,
3643c63f-2991-4f6f-9224-f8b623923a27,Basuki Sri Wantoro,https://play-lh.googleusercontent.com/a/ACg8ocLXhYOAuhf6e5fqgl8B_uVAmrDoj9fEKpqHdFMDLBqz5wds8Q=mo,"semoga bisa lebih berkembang lagi, khususnya perbanyak promo/diskon, spt 10x perjalanan gratis 1x perjalanan. tks",5,12,3.0.15,2021-05-30 05:11:53,,,3.0.15
84d1dda2-ba0f-4ada-a66f-f7359baa6ed6,Margareth Property Kaltim,https://play-lh.googleusercontent.com/a-/ALV-UjVvfokpPKjsjqvQyfOklpgZXQJ4PQoSRTZQDgWgiuEoSCD9Ks3iww,belum coba sih tapi unduh dulu. keren aja belajar naik MRT lewat aplikasi bayar juga lewat aplikasi. kita orang daerah coba coba ke Ibukota dengan modal smartphone naik MRT. makasih app MRT J. besok kita coba test,5,15,3.0.59,2022-06-21 13:40:02,,,3.0.59
8d86aac9-befa-48e5-a507-3cf27b12351d,THermans,https://play-lh.googleusercontent.com/a-/ALV-UjV_3muSn4LAavUpB9WuV73ZD_nxdJZKdXgmkVbQU0seIAOVM1q4HQ,"MRT..lux, rapi, bersih,..mantul banget...seperti MRT Singapore. Usul kedepan diperbanyak untuk yg bayar tiketnya pakai fasilitas tidak hanya Link aja, tapi juga OVO, DANA, GOpay..itu aja..dari saya..sukses slalu MRT",5,21,3.0.9,2021-03-30 23:10:55,,,3.0.9
0a3bf35d-b0c2-4d46-bbb8-99632f06e25a,izzuddin alqudsy,https://play-lh.googleusercontent.com/a-/ALV-UjXNnmNowu9Y6SeGzK01e4DKaR2V5xQaEH9d0Fu64cm881dBcPA,Sangat bermanfaat apk ini untuk rombongan Apalagi satpamnya ramah semua. Dan proses scan juga cepat,5,4,3.1.3,2022-09-29 23:19:24,,,3.1.3
1198255b-931f-4c4b-b49a-8aca8c07ffa6,Ben Kurnia,https://play-lh.googleusercontent.com/a-/ALV-UjVEkF3vKTP-JID8UHkWKXhxnJGGKmajfprpP_fu4tA-NjGH98Bc,"Aplikasi bagus banget dan sukses bagi pembuatnya, karena bisa beroperasi dengan lancar tanpa ada masalah. 👍👍",5,3,3.0.9,2021-04-06 08:38:01,,,3.0.9
585aec21-b279-44c3-b877-6cfeddd7847a,Muhammad rizky,https://play-lh.googleusercontent.com/a-/ALV-UjVvYGzpP5ROKbbGqwzGtEo5AJOaAcNNLJmor1x2yKCR9QJrBpaQ,sya belom mencoba apknya namun sya memeberikan bintang lima karena suatu pekerja di sana sangat baik kepada saya karna memberi kartu mrtnya dengan percuma terimakasih untuk bpk :),5,1,3.1.5,2023-01-07 08:24:34,,,3.1.5
