reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
98919d94-dd43-4472-ab14-f5eb206b4638,Encep Iskandar,https://play-lh.googleusercontent.com/a-/ALV-UjXVU2dr6fBV-IJE7CriU9MlBHdzD7oOOvejISw5Yie5eK946nI,"Sebelumnya saya ingin mengucapkan terima kasih. Dengan adanya aplikasi friendly user, gampang digunakan bahkan untuk pemula sekalipun. Saya merasa terbantu pada saat mudik gratis, tidak neko2 tidak KKN dengan para petugas yg ramah dan sabar saat validasi, sungguh ini sangat kami apresiasi. Terima kasih sdh berikan pelayanan yg terbaik buat kami.",5,3,1.4.6,2025-03-19 02:44:04,,,1.4.6
8e09fc9f-0469-4f3e-8689-a809448e2855,oki tri yudi yudi,https://play-lh.googleusercontent.com/a/ACg8ocJOH5I7GhSNCQWK-RFApxf6seTsLDf13bv5NfJDZltqgBN7ng=mo,"untuk mitra darat dalam hal ini kementerian perhubungan saya mengucapkan terima kasih,lumayan,cukup susah untuk masuk daftarnya meskipun sering voucher tidak valid.tapi dengan klik tombol berulang ulang akhirnya bisa masuk tapi ada kendala mengenai jumlah anggota peserta yang di batasi masalahnya tidak semua kartu keluarga berjumlah empat sedangkan kami ada tiga anak dan itupun tidak terdata, mau tidak mau mungkin harus di pangku.demikian salah satu kendala di data kependudukan spy d tmbh kuota",5,5,1.4.6,2025-03-10 10:04:24,,,1.4.6
c715247d-cf82-41b0-b2db-5839609aca25,N fitriana,https://play-lh.googleusercontent.com/a-/ALV-UjVdao34cCaDnj2IkYuV6bkP-cGmjfzgbzE0Lb8JAnuCF6W0Ophn,"Tolong diperbaiki sistem mudik gratisnya, kalo udah pilih kursi dan ngisi data harusnya udah jadi hak milik.. jangan tiba"" udh diisi orang lain dan tambahkan opsi batalkan tiket",5,11,1.4.6,2025-03-17 21:16:11,,,1.4.6
6eca9fdd-0d0c-4c38-8bd8-709af58bedb8,MUHAMMAD SANDI DERMAWAN S,https://play-lh.googleusercontent.com/a/ACg8ocIWz_90PmHII9Ta5YkBFGAQVReqZ8FVzoDyD7FNDxUKO4tK7w=mo,saya rute bus trans banjarbakula aplikasi ini sangat membantu kami dan memudahkan buat para pengguna bagi yang menggunakan layanan fasilitas umum kalau bisa ditambah lagi halte anjir timbangan mobil barang,5,13,1.4.6,2025-02-14 20:04:23,,,1.4.6
a82eb336-b2a4-4ebd-930b-b0ba9cec7d5e,Barasa Nusantara Sejahtera,https://play-lh.googleusercontent.com/a-/ALV-UjVhrx-JOd4UsLGIJO5JaQNC_OViH9CUmbS9tQi-l5xcEVbp_VM,"Baru kali ini saya menggunakan aplikasi pemerintah yang benar-benar bagus dan keren! Aplikasi Mitradarat sangat membantu untuk mudik dan berpergian dengan bus. Fitur tracking busnya membuat saya bisa mengetahui posisi bus dengan mudah. Sangat puas dengan pengalaman ini, semoga terus ditingkatkan!",5,30,1.4.2,2024-11-01 10:00:33,,,1.4.2
c2e1340f-2b34-43cf-9cb2-688342f41d4f,Nurohmat Wibawa Putra,https://play-lh.googleusercontent.com/a-/ALV-UjUR3wCyaZt3D18nYqNfsQqh29OOJRt5VxvC5QsWWEzRS6CwN9o,"2 Tahun ini 2024 & 2025,ngga kebagian terus,,habis terus.Jangan2 ada calonya ya.Tiap jam tiap hari cek.selalu habis.Giliran ada info kuota,masuk susah.",5,0,1.4.6,2025-03-23 02:51:14,,,1.4.6
df4c2ee0-b36c-4a50-9786-de9f8b7fd069,muhamad nur,https://play-lh.googleusercontent.com/a-/ALV-UjXBX95-yRZ_8IQaXi-H9DF-eEimeGKmKc_ZUKjLTxUfSS63aik,bagus sekali aplikasi ini sgt memudahkan untuk para pemudik walaupun saya belum juga berhasil dapat tiket gratis,5,0,1.4.6,2025-03-14 08:34:39,,,1.4.6
03744276-565e-45b0-8b85-7817e8e290de,Eko Nasigoreng,https://play-lh.googleusercontent.com/a/ACg8ocJesxzJo3c0SxvsjHKoz3b6sA4N6Q3DlwbQIjvbqUpDpPnPiw=mo,"Sangat membantu buat kami dengan adanya mudik geratis tapi sayang sy belum dapat tiketnya padahal sudah coba berkali""",5,0,1.4.6,2025-03-10 08:37:58,,,1.4.6
42b24b60-7cc7-410a-b978-cddaaaefbf83,Rohlan Cleret,https://play-lh.googleusercontent.com/a/ACg8ocKLoILEDEirYRvBGEsMjGPW9XbwgRtQfL7ymAvOgeMKo_mCLw=mo,"Semoga amplikasi mitradarat semakin maju dan berkembang bikin indonesia maju bisa ter wujud...teruskan mudik gratis tiap tahun leh banyank dan banyak.,biar rakyat kecil senang.",5,2,1.4.6,2025-03-10 04:41:08,,,1.4.6
dfb2f2a7-91fd-43ca-a3ea-751d6554dd39,"Arfan Anugrah Dwiandika, M.S",https://play-lh.googleusercontent.com/a-/ALV-UjXuS3kZWS2pqzY8rCNDcUl1p5LPH6sGo6XQin7awkxnjchRv12e,"Lumayan bagus, bisa tau arah bus dan jadwal busnya, semoga semakin berkembang aplikasinya.",5,6,1.4.6,2025-03-02 02:46:47,,,1.4.6
